razpolozenje,energija,cas_na_voljo,lokacija,socialna_zelja,ustvarjalnost,telesna_pripravljenost,miselna_pripravljenost,stres,del_dneva,vreme_zunaj,quest_id,score,quest_idx
4,4,10,2,3,3,2,1,2,1,0,quest_497,129.945,11
2,4,15,2,2,2,1,3,1,0,1,quest_1234,140.70999999999998,26
2,4,15,2,2,2,1,3,1,0,1,quest_497,139.945,11
2,4,15,2,2,2,1,3,1,0,1,quest_7796,138.345,4
2,4,20,0,1,2,2,2,2,2,0,quest_1234,140.70999999999998,26
2,4,20,0,1,2,2,2,2,2,0,quest_497,139.945,11
2,4,20,0,1,2,2,2,2,2,0,quest_1897,139.10000000000002,17
3,2,15,0,3,3,3,1,2,2,0,quest_4750,140.5,24
3,2,15,0,3,3,3,1,2,2,0,quest_8056,140.38,40
3,2,15,0,3,3,3,1,2,2,0,quest_6704,138.51999999999998,53
2,2,10,0,3,2,2,2,3,2,1,quest_7796,138.345,4
2,2,10,0,3,2,2,2,3,2,1,quest_5045,137.62,18
2,2,10,0,3,2,2,2,3,2,1,quest_6740,137.57999999999998,19
1,2,60,0,3,3,3,2,3,2,1,quest_16104,142.37,48
1,2,60,0,3,3,3,2,3,2,1,quest_664,137.39,20
1,2,60,0,3,3,3,2,3,2,1,quest_161,137.02,6
3,4,60,1,3,3,1,2,3,2,0,quest_1897,144.10000000000002,17
3,4,60,1,3,3,1,2,3,2,0,quest_16675,142.315,49
3,4,60,1,3,3,1,2,3,2,0,quest_2243,140.645,50
1,4,5,0,1,1,3,2,3,0,0,quest_16222,142.345,5
1,4,5,0,1,1,3,2,3,0,0,quest_4732,135.07999999999998,3
1,4,5,0,1,1,3,2,3,0,0,quest_497,134.945,11
3,1,60,1,1,1,3,2,1,2,0,quest_2046,143.715,37
3,1,60,1,1,1,3,2,1,2,0,quest_16570,139.29000000000002,14
3,1,60,1,1,1,3,2,1,2,0,quest_15111,138.24,25
1,2,20,1,2,3,1,2,2,0,0,quest_16104,142.37,48
1,2,20,1,2,3,1,2,2,0,0,quest_664,137.39,20
1,2,20,1,2,3,1,2,2,0,0,quest_161,137.02,6
2,4,5,1,3,1,2,2,1,1,0,quest_497,139.945,11
2,4,5,1,3,1,2,2,1,1,0,quest_16222,137.345,5
2,4,5,1,3,1,2,2,1,1,0,quest_17740,134.73,12
2,4,10,1,3,2,1,1,1,2,0,quest_497,139.945,11
2,4,10,1,3,2,1,1,1,2,0,quest_7796,138.345,4
2,4,10,1,3,2,1,1,1,2,0,quest_16222,137.345,5
1,1,30,2,1,1,1,2,3,1,0,quest_664,142.39,20
1,1,30,2,1,1,1,2,3,1,0,quest_6781,141.89499999999998,21
1,1,30,2,1,1,1,2,3,1,0,quest_378,140.265,22
3,4,20,2,1,2,2,1,2,1,0,quest_1897,144.10000000000002,17
3,4,20,2,1,2,2,1,2,1,0,quest_17740,139.73,12
3,4,20,2,1,2,2,1,2,1,0,quest_8797,139.015,42
1,3,30,1,1,2,3,1,3,2,1,quest_161,142.02,6
1,3,30,1,1,2,3,1,3,2,1,quest_13872,140.735,7
1,3,30,1,1,2,3,1,3,2,1,quest_4732,140.07999999999998,3
1,1,20,0,1,1,1,3,3,0,1,quest_664,142.39,20
1,1,20,0,1,1,1,3,3,0,1,quest_6781,141.89499999999998,21
1,1,20,0,1,1,1,3,3,0,1,quest_378,140.265,22
4,3,10,2,1,1,1,3,1,3,1,quest_19015,137.72500000000002,16
4,3,10,2,1,1,1,3,1,3,1,quest_7796,133.345,4
4,3,10,2,1,1,1,3,1,3,1,quest_2016,132.29500000000002,0
3,2,30,0,2,1,2,3,2,2,0,quest_4750,140.5,24
3,2,30,0,2,1,2,3,2,2,0,quest_8056,140.38,40
3,2,30,0,2,1,2,3,2,2,0,quest_10973,139.9,41
4,3,10,0,2,3,3,1,1,2,0,quest_19015,137.72500000000002,16
4,3,10,0,2,3,3,1,1,2,0,quest_7796,133.345,4
4,3,10,0,2,3,3,1,1,2,0,quest_2016,132.29500000000002,0
4,4,15,2,3,2,2,2,3,2,0,quest_19015,142.72500000000002,16
4,4,15,2,3,2,2,2,3,2,0,quest_17740,134.73,12
4,4,15,2,3,2,2,2,3,2,0,quest_8797,134.015,42
2,2,30,0,2,2,3,3,2,2,1,quest_14060,140.585,32
2,2,30,0,2,2,3,3,2,2,1,quest_18605,140.51999999999998,33
2,2,30,0,2,2,3,3,2,2,1,quest_7796,138.345,4
3,4,10,1,1,1,2,2,2,3,1,quest_17740,139.73,12
3,4,10,1,1,1,2,2,2,3,1,quest_19015,137.72500000000002,16
3,4,10,1,1,1,2,2,2,3,1,quest_497,134.945,11
2,2,60,1,3,3,2,2,3,2,1,quest_11927,141.41000000000003,57
2,2,60,1,3,3,2,2,3,2,1,quest_14060,140.585,32
2,2,60,1,3,3,2,2,3,2,1,quest_18605,140.51999999999998,33
3,1,5,0,2,2,1,2,1,3,1,quest_16570,139.29000000000002,14
3,1,5,0,2,2,1,2,1,3,1,quest_2016,137.29500000000002,0
3,1,5,0,2,2,1,2,1,3,1,quest_17984,137.265,15
1,3,10,1,2,1,2,1,1,2,0,quest_4732,140.07999999999998,3
1,3,10,1,2,1,2,1,1,2,0,quest_7796,138.345,4
1,3,10,1,2,1,2,1,1,2,0,quest_16222,137.345,5
4,3,10,0,1,2,3,2,1,0,1,quest_19015,137.72500000000002,16
4,3,10,0,1,2,3,2,1,0,1,quest_7796,133.345,4
4,3,10,0,1,2,3,2,1,0,1,quest_2016,132.29500000000002,0
2,3,20,2,1,2,3,1,2,1,0,quest_7796,143.345,4
2,3,20,2,1,2,3,1,2,1,0,quest_16643,142.28,34
2,3,20,2,1,2,3,1,2,1,0,quest_9205,140.57,35
2,1,10,2,2,2,2,2,2,3,0,quest_15288,141.98000000000002,29
2,1,10,2,2,2,2,2,2,3,0,quest_16883,137.92000000000002,30
2,1,10,2,2,2,2,2,2,3,0,quest_664,137.39,20
3,3,15,0,3,1,2,3,1,0,1,quest_7796,138.345,4
3,3,15,0,3,1,2,3,1,0,1,quest_15519,136.37,23
3,3,15,0,3,1,2,3,1,0,1,quest_4750,135.5,24
1,2,5,1,1,1,2,1,1,3,0,quest_664,137.39,20
1,2,5,1,1,1,2,1,1,3,0,quest_6781,136.89499999999998,21
1,2,5,1,1,1,2,1,1,3,0,quest_4732,135.07999999999998,3
3,4,15,1,1,3,3,1,1,2,0,quest_17740,139.73,12
3,4,15,1,1,3,3,1,1,2,0,quest_8797,139.015,42
3,4,15,1,1,3,3,1,1,2,0,quest_19015,137.72500000000002,16
2,3,60,1,2,3,1,3,1,2,1,quest_7796,143.345,4
2,3,60,1,2,3,1,3,1,2,1,quest_16643,142.28,34
2,3,60,1,2,3,1,3,1,2,1,quest_9205,140.57,35
3,2,5,1,3,1,3,2,2,1,1,quest_4750,140.5,24
3,2,5,1,3,1,3,2,2,1,1,quest_8056,140.38,40
3,2,5,1,3,1,3,2,2,1,1,quest_6704,138.51999999999998,53
3,3,5,2,3,2,1,3,3,3,1,quest_4750,135.5,24
3,3,5,2,3,2,1,3,3,3,1,quest_8056,135.38,40
3,3,5,2,3,2,1,3,3,3,1,quest_17740,134.73,12
4,4,15,1,2,1,1,1,3,0,0,quest_19015,142.72500000000002,16
4,4,15,1,2,1,1,1,3,0,0,quest_17740,134.73,12
4,4,15,1,2,1,1,1,3,0,0,quest_8797,134.015,42
1,3,30,2,2,3,2,2,3,3,1,quest_161,142.02,6
1,3,30,2,2,3,2,2,3,3,1,quest_13872,140.735,7
1,3,30,2,2,3,2,2,3,3,1,quest_4732,140.07999999999998,3
4,1,20,1,1,3,3,1,1,2,0,quest_2016,142.29500000000002,0
4,1,20,1,1,3,3,1,1,2,0,quest_19117,142.12,1
4,1,20,1,1,3,3,1,1,2,0,quest_11030,140.07,46
2,3,10,2,1,2,3,2,3,1,1,quest_7796,143.345,4
2,3,10,2,1,2,3,2,3,1,1,quest_4732,135.07999999999998,3
2,3,10,2,1,2,3,2,3,1,1,quest_497,134.945,11
2,3,60,2,2,1,3,2,2,1,1,quest_7796,143.345,4
2,3,60,2,2,1,3,2,2,1,1,quest_16643,142.28,34
2,3,60,2,2,1,3,2,2,1,1,quest_9205,140.57,35
4,1,60,0,2,2,1,3,2,1,1,quest_2016,142.29500000000002,0
4,1,60,0,2,2,1,3,2,1,1,quest_19117,142.12,1
4,1,60,0,2,2,1,3,2,1,1,quest_9951,140.78,31
3,4,15,0,1,3,3,2,2,1,1,quest_17740,139.73,12
3,4,15,0,1,3,3,2,2,1,1,quest_8797,139.015,42
3,4,15,0,1,3,3,2,2,1,1,quest_19015,137.72500000000002,16
1,4,15,2,3,3,2,3,1,1,1,quest_16222,142.345,5
1,4,15,2,3,3,2,3,1,1,1,quest_12982,138.72,39
1,4,15,2,3,3,2,3,1,1,1,quest_161,137.02,6
1,2,60,1,1,2,2,1,1,3,0,quest_16104,142.37,48
1,2,60,1,1,2,2,1,1,3,0,quest_664,137.39,20
1,2,60,1,1,2,2,1,1,3,0,quest_161,137.02,6
1,4,15,0,1,2,3,3,2,0,1,quest_16222,142.345,5
1,4,15,0,1,2,3,3,2,0,1,quest_12982,138.72,39
1,4,15,0,1,2,3,3,2,0,1,quest_161,137.02,6
4,3,30,2,2,2,1,1,3,3,0,quest_8174,139.25,8
4,3,30,2,2,2,1,1,3,3,0,quest_12457,138.11,9
4,3,30,2,2,2,1,1,3,3,0,quest_19015,137.72500000000002,16
3,3,5,1,3,3,1,1,2,2,0,quest_4750,135.5,24
3,3,5,1,3,3,1,1,2,2,0,quest_8056,135.38,40
3,3,5,1,3,3,1,1,2,2,0,quest_17740,134.73,12
2,1,30,0,1,3,2,1,2,3,0,quest_15111,143.24,25
2,1,30,0,1,3,2,1,2,3,0,quest_15288,141.98000000000002,29
2,1,30,0,1,3,2,1,2,3,0,quest_16883,137.92000000000002,30
1,1,5,0,1,2,3,3,2,3,1,quest_664,142.39,20
1,1,5,0,1,2,3,3,2,3,1,quest_6781,141.89499999999998,21
1,1,5,0,1,2,3,3,2,3,1,quest_16883,132.92000000000002,30
1,2,20,1,1,1,2,2,2,0,1,quest_16104,142.37,48
1,2,20,1,1,1,2,2,2,0,1,quest_664,137.39,20
1,2,20,1,1,1,2,2,2,0,1,quest_161,137.02,6
4,1,30,0,2,1,3,1,2,3,1,quest_2016,142.29500000000002,0
4,1,30,0,2,1,3,1,2,3,1,quest_19117,142.12,1
4,1,30,0,2,1,3,1,2,3,1,quest_11030,140.07,46
1,4,20,0,3,1,2,1,3,0,0,quest_16222,142.345,5
1,4,20,0,3,1,2,1,3,0,0,quest_12982,138.72,39
1,4,20,0,3,1,2,1,3,0,0,quest_161,137.02,6
3,1,30,1,2,1,3,1,1,1,1,quest_16570,139.29000000000002,14
3,1,30,1,2,1,3,1,1,1,1,quest_15111,138.24,25
3,1,30,1,2,1,3,1,1,1,1,quest_2016,137.29500000000002,0
3,4,15,0,1,1,3,3,1,0,0,quest_17740,139.73,12
3,4,15,0,1,1,3,3,1,0,0,quest_8797,139.015,42
3,4,15,0,1,1,3,3,1,0,0,quest_19015,137.72500000000002,16
4,4,60,2,3,2,3,1,3,1,1,quest_19243,142.89499999999998,10
4,4,60,2,3,2,3,1,3,1,1,quest_19015,142.72500000000002,16
4,4,60,2,3,2,3,1,3,1,1,quest_1897,139.10000000000002,17
2,1,60,2,2,2,3,2,3,0,1,quest_15111,143.24,25
2,1,60,2,2,2,3,2,3,0,1,quest_15288,141.98000000000002,29
2,1,60,2,2,2,3,2,3,0,1,quest_2046,138.715,37
3,1,20,2,3,3,3,3,2,0,1,quest_16570,139.29000000000002,14
3,1,20,2,3,3,3,3,2,0,1,quest_15111,138.24,25
3,1,20,2,3,3,3,3,2,0,1,quest_2016,137.29500000000002,0
3,2,15,2,2,1,3,1,2,3,0,quest_4750,140.5,24
3,2,15,2,2,1,3,1,2,3,0,quest_8056,140.38,40
3,2,15,2,2,1,3,1,2,3,0,quest_6704,138.51999999999998,53
1,1,60,2,2,2,3,2,2,0,1,quest_664,142.39,20
1,1,60,2,2,2,3,2,2,0,1,quest_6781,141.89499999999998,21
1,1,60,2,2,2,3,2,2,0,1,quest_378,140.265,22
3,4,30,2,2,1,3,2,1,0,1,quest_1897,144.10000000000002,17
3,4,30,2,2,1,3,2,1,0,1,quest_17740,139.73,12
3,4,30,2,2,1,3,2,1,0,1,quest_8797,139.015,42
3,2,5,0,3,1,1,1,3,1,1,quest_4750,140.5,24
3,2,5,0,3,1,1,1,3,1,1,quest_8056,140.38,40
3,2,5,0,3,1,1,1,3,1,1,quest_6704,138.51999999999998,53
4,4,60,2,1,1,2,2,3,2,0,quest_19243,142.89499999999998,10
4,4,60,2,1,1,2,2,3,2,0,quest_19015,142.72500000000002,16
4,4,60,2,1,1,2,2,3,2,0,quest_1897,139.10000000000002,17
4,4,10,0,1,2,2,2,1,1,0,quest_19015,142.72500000000002,16
4,4,10,0,1,2,2,2,1,1,0,quest_17740,134.73,12
4,4,10,0,1,2,2,2,1,1,0,quest_497,129.945,11
2,4,15,2,1,1,3,2,3,1,1,quest_1234,140.70999999999998,26
2,4,15,2,1,1,3,2,3,1,1,quest_497,139.945,11
2,4,15,2,1,1,3,2,3,1,1,quest_7796,138.345,4
1,3,15,0,1,2,2,1,3,3,0,quest_161,142.02,6
1,3,15,0,1,2,2,1,3,3,0,quest_4732,140.07999999999998,3
1,3,15,0,1,2,2,1,3,3,0,quest_7796,138.345,4
2,1,5,1,2,2,2,2,1,1,1,quest_16883,137.92000000000002,30
2,1,5,1,2,2,2,2,1,1,1,quest_664,137.39,20
2,1,5,1,2,2,2,2,1,1,1,quest_6781,136.89499999999998,21
2,2,60,0,2,2,2,1,2,3,0,quest_11927,141.41000000000003,57
2,2,60,0,2,2,2,1,2,3,0,quest_14060,140.585,32
2,2,60,0,2,2,2,1,2,3,0,quest_18605,140.51999999999998,33
3,4,10,2,3,2,3,1,2,3,1,quest_17740,139.73,12
3,4,10,2,3,2,3,1,2,3,1,quest_19015,137.72500000000002,16
3,4,10,2,3,2,3,1,2,3,1,quest_497,134.945,11
2,3,30,0,1,3,3,2,1,0,1,quest_7796,143.345,4
2,3,30,0,1,3,3,2,1,0,1,quest_16643,142.28,34
2,3,30,0,1,3,3,2,1,0,1,quest_9205,140.57,35
2,3,60,0,3,1,1,2,3,1,0,quest_7796,143.345,4
2,3,60,0,3,1,1,2,3,1,0,quest_16643,142.28,34
2,3,60,0,3,1,1,2,3,1,0,quest_9205,140.57,35
4,1,20,1,1,2,3,2,1,3,1,quest_2016,142.29500000000002,0
4,1,20,1,1,2,3,2,1,3,1,quest_19117,142.12,1
4,1,20,1,1,2,3,2,1,3,1,quest_11030,140.07,46
4,3,30,2,2,1,3,3,3,1,1,quest_8174,139.25,8
4,3,30,2,2,1,3,3,3,1,1,quest_12457,138.11,9
4,3,30,2,2,1,3,3,3,1,1,quest_19015,137.72500000000002,16
2,4,60,1,1,1,1,2,2,3,1,quest_19026,142.74,56
2,4,60,1,1,1,1,2,2,3,1,quest_1234,140.70999999999998,26
2,4,60,1,1,1,1,2,2,3,1,quest_497,139.945,11
2,3,5,2,1,3,3,3,3,2,0,quest_4732,135.07999999999998,3
2,3,5,2,1,3,3,3,3,2,0,quest_497,134.945,11
2,3,5,2,1,3,3,3,3,2,0,quest_6740,132.57999999999998,19
1,4,60,2,3,3,3,3,2,2,0,quest_5431,143.425,38
1,4,60,2,3,3,3,3,2,2,0,quest_16222,142.345,5
1,4,60,2,3,3,3,3,2,2,0,quest_10225,139.935,55
4,4,5,1,3,1,2,2,2,1,0,quest_19015,142.72500000000002,16
4,4,5,1,3,1,2,2,2,1,0,quest_17740,134.73,12
4,4,5,1,3,1,2,2,2,1,0,quest_497,129.945,11
2,3,15,0,2,1,3,2,2,1,1,quest_7796,143.345,4
2,3,15,0,2,1,3,2,2,1,1,quest_161,137.02,6
2,3,15,0,2,1,3,2,2,1,1,quest_1234,135.70999999999998,26
2,3,60,2,2,2,2,2,2,3,0,quest_7796,143.345,4
2,3,60,2,2,2,2,2,2,3,0,quest_16643,142.28,34
2,3,60,2,2,2,2,2,2,3,0,quest_9205,140.57,35
2,4,60,1,1,1,2,3,1,2,0,quest_19026,142.74,56
2,4,60,1,1,1,2,3,1,2,0,quest_1234,140.70999999999998,26
2,4,60,1,1,1,2,3,1,2,0,quest_497,139.945,11
2,3,60,1,1,2,3,1,2,1,1,quest_7796,143.345,4
2,3,60,1,1,2,3,1,2,1,1,quest_16643,142.28,34
2,3,60,1,1,2,3,1,2,1,1,quest_9205,140.57,35
3,3,15,2,3,3,2,3,2,2,1,quest_7796,138.345,4
3,3,15,2,3,3,2,3,2,2,1,quest_15519,136.37,23
3,3,15,2,3,3,2,3,2,2,1,quest_4750,135.5,24
2,2,30,0,1,2,2,3,2,0,0,quest_14060,140.585,32
2,2,30,0,1,2,2,3,2,0,0,quest_18605,140.51999999999998,33
2,2,30,0,1,2,2,3,2,0,0,quest_7796,138.345,4
1,4,20,2,1,3,1,3,3,3,1,quest_16222,142.345,5
1,4,20,2,1,3,1,3,3,3,1,quest_12982,138.72,39
1,4,20,2,1,3,1,3,3,3,1,quest_161,137.02,6
3,3,5,2,1,1,1,3,3,1,0,quest_4750,135.5,24
3,3,5,2,1,1,1,3,3,1,0,quest_8056,135.38,40
3,3,5,2,1,1,1,3,3,1,0,quest_17740,134.73,12
4,2,20,1,2,2,2,2,1,3,0,quest_2525,140.395,36
4,2,20,1,2,2,2,2,1,3,0,quest_2016,137.29500000000002,0
4,2,20,1,2,2,2,2,1,3,0,quest_19117,137.12,1
1,3,10,2,1,3,2,2,2,2,0,quest_4732,140.07999999999998,3
1,3,10,2,1,3,2,2,2,2,0,quest_7796,138.345,4
1,3,10,2,1,3,2,2,2,2,0,quest_16222,137.345,5
3,3,30,1,2,2,2,2,1,0,0,quest_2511,140.41500000000002,27
3,3,30,1,2,2,2,2,1,0,0,quest_1897,139.10000000000002,17
3,3,30,1,2,2,2,2,1,0,0,quest_13859,139.07,28
3,4,10,1,3,2,3,2,1,0,0,quest_17740,139.73,12
3,4,10,1,3,2,3,2,1,0,0,quest_19015,137.72500000000002,16
3,4,10,1,3,2,3,2,1,0,0,quest_497,134.945,11
3,1,10,1,1,1,3,1,2,1,0,quest_16570,139.29000000000002,14
3,1,10,1,1,1,3,1,2,1,0,quest_2016,137.29500000000002,0
3,1,10,1,1,1,3,1,2,1,0,quest_17984,137.265,15
2,4,60,0,2,3,1,3,1,3,0,quest_19026,142.74,56
2,4,60,0,2,3,1,3,1,3,0,quest_1234,140.70999999999998,26
2,4,60,0,2,3,1,3,1,3,0,quest_497,139.945,11
2,3,10,2,3,3,2,1,1,3,1,quest_7796,143.345,4
2,3,10,2,3,3,2,1,1,3,1,quest_4732,135.07999999999998,3
2,3,10,2,3,3,2,1,1,3,1,quest_497,134.945,11
3,4,60,1,3,1,1,1,1,3,0,quest_1897,144.10000000000002,17
3,4,60,1,3,1,1,1,1,3,0,quest_16675,142.315,49
3,4,60,1,3,1,1,1,1,3,0,quest_2243,140.645,50
3,3,60,0,3,1,2,1,3,3,0,quest_12761,142.25,52
3,3,60,0,3,1,2,1,3,3,0,quest_2511,140.41500000000002,27
3,3,60,0,3,1,2,1,3,3,0,quest_1897,139.10000000000002,17
1,1,10,0,1,1,1,1,3,3,1,quest_664,142.39,20
1,1,10,0,1,1,1,1,3,3,1,quest_6781,141.89499999999998,21
1,1,10,0,1,1,1,1,3,3,1,quest_378,140.265,22
2,2,60,1,2,1,1,3,1,1,0,quest_11927,141.41000000000003,57
2,2,60,1,2,1,1,3,1,1,0,quest_14060,140.585,32
2,2,60,1,2,1,1,3,1,1,0,quest_18605,140.51999999999998,33
4,3,20,0,1,3,2,3,1,0,0,quest_19015,137.72500000000002,16
4,3,20,0,1,3,2,3,1,0,0,quest_2525,135.395,36
4,3,20,0,1,3,2,3,1,0,0,quest_1897,134.10000000000002,17
3,4,60,1,1,3,1,2,1,2,0,quest_1897,144.10000000000002,17
3,4,60,1,1,3,1,2,1,2,0,quest_16675,142.315,49
3,4,60,1,1,3,1,2,1,2,0,quest_2243,140.645,50
4,4,5,0,1,3,3,1,2,1,1,quest_19015,142.72500000000002,16
4,4,5,0,1,3,3,1,2,1,1,quest_17740,134.73,12
4,4,5,0,1,3,3,1,2,1,1,quest_497,129.945,11
3,2,30,0,3,2,1,2,2,0,1,quest_4750,140.5,24
3,2,30,0,3,2,1,2,2,0,1,quest_8056,140.38,40
3,2,30,0,3,2,1,2,2,0,1,quest_10973,139.9,41
1,4,60,2,1,1,2,1,3,2,0,quest_5431,143.425,38
1,4,60,2,1,1,2,1,3,2,0,quest_16222,142.345,5
1,4,60,2,1,1,2,1,3,2,0,quest_10225,139.935,55
3,4,5,1,3,1,3,3,2,3,0,quest_17740,139.73,12
3,4,5,1,3,1,3,3,2,3,0,quest_19015,137.72500000000002,16
3,4,5,1,3,1,3,3,2,3,0,quest_497,134.945,11
1,2,5,1,3,1,3,3,2,3,0,quest_664,137.39,20
1,2,5,1,3,1,3,3,2,3,0,quest_6781,136.89499999999998,21
1,2,5,1,3,1,3,3,2,3,0,quest_4732,135.07999999999998,3
1,4,5,1,1,1,2,1,1,1,1,quest_16222,142.345,5
1,4,5,1,1,1,2,1,1,1,1,quest_4732,135.07999999999998,3
1,4,5,1,1,1,2,1,1,1,1,quest_497,134.945,11
1,3,10,0,1,3,3,2,1,3,1,quest_4732,140.07999999999998,3
1,3,10,0,1,3,3,2,1,3,1,quest_7796,138.345,4
1,3,10,0,1,3,3,2,1,3,1,quest_16222,137.345,5
1,4,30,1,3,2,2,1,1,2,0,quest_5431,143.425,38
1,4,30,1,3,2,2,1,1,2,0,quest_16222,142.345,5
1,4,30,1,3,2,2,1,1,2,0,quest_12982,138.72,39
3,3,60,0,2,3,3,1,2,3,0,quest_12761,142.25,52
3,3,60,0,2,3,3,1,2,3,0,quest_2511,140.41500000000002,27
3,3,60,0,2,3,3,1,2,3,0,quest_1897,139.10000000000002,17
4,2,60,0,2,1,2,3,1,3,0,quest_2525,140.395,36
4,2,60,0,2,1,2,3,1,3,0,quest_9541,139.265,44
4,2,60,0,2,1,2,3,1,3,0,quest_18966,138.975,45
1,2,5,2,2,3,2,3,2,3,0,quest_664,137.39,20
1,2,5,2,2,3,2,3,2,3,0,quest_6781,136.89499999999998,21
1,2,5,2,2,3,2,3,2,3,0,quest_4732,135.07999999999998,3
4,4,15,1,2,1,3,2,1,0,0,quest_19015,142.72500000000002,16
4,4,15,1,2,1,3,2,1,0,0,quest_17740,134.73,12
4,4,15,1,2,1,3,2,1,0,0,quest_8797,134.015,42
3,2,30,0,1,3,2,3,2,3,0,quest_4750,140.5,24
3,2,30,0,1,3,2,3,2,3,0,quest_8056,140.38,40
3,2,30,0,1,3,2,3,2,3,0,quest_10973,139.9,41
3,2,15,2,3,2,3,1,3,1,0,quest_4750,140.5,24
3,2,15,2,3,2,3,1,3,1,0,quest_8056,140.38,40
3,2,15,2,3,2,3,1,3,1,0,quest_6704,138.51999999999998,53
3,1,60,1,3,3,1,2,1,2,1,quest_2046,143.715,37
3,1,60,1,3,3,1,2,1,2,1,quest_16570,139.29000000000002,14
3,1,60,1,3,3,1,2,1,2,1,quest_15111,138.24,25
2,3,10,2,1,1,2,1,1,2,0,quest_7796,143.345,4
2,3,10,2,1,1,2,1,1,2,0,quest_4732,135.07999999999998,3
2,3,10,2,1,1,2,1,1,2,0,quest_497,134.945,11
2,1,15,2,2,2,3,3,3,2,1,quest_15111,143.24,25
2,1,15,2,2,2,3,3,3,2,1,quest_15288,141.98000000000002,29
2,1,15,2,2,2,3,3,3,2,1,quest_16883,137.92000000000002,30
3,3,15,2,1,1,1,2,3,2,0,quest_7796,138.345,4
3,3,15,2,1,1,1,2,3,2,0,quest_15519,136.37,23
3,3,15,2,1,1,1,2,3,2,0,quest_4750,135.5,24
2,1,5,1,2,1,3,2,3,3,0,quest_16883,137.92000000000002,30
2,1,5,1,2,1,3,2,3,3,0,quest_664,137.39,20
2,1,5,1,2,1,3,2,3,3,0,quest_6781,136.89499999999998,21
4,2,60,2,1,3,1,1,3,2,1,quest_2525,140.395,36
4,2,60,2,1,3,1,1,3,2,1,quest_9541,139.265,44
4,2,60,2,1,3,1,1,3,2,1,quest_18966,138.975,45
3,3,20,2,1,3,1,3,3,1,1,quest_1897,139.10000000000002,17
3,3,20,2,1,3,1,3,3,1,1,quest_13859,139.07,28
3,3,20,2,1,3,1,3,3,1,1,quest_7796,138.345,4
4,4,20,0,2,3,1,3,2,3,1,quest_19015,142.72500000000002,16
4,4,20,0,2,3,1,3,2,3,1,quest_1897,139.10000000000002,17
4,4,20,0,2,3,1,3,2,3,1,quest_17740,134.73,12
1,3,20,1,1,2,3,3,1,0,0,quest_161,142.02,6
1,3,20,1,1,2,3,3,1,0,0,quest_13872,140.735,7
1,3,20,1,1,2,3,3,1,0,0,quest_4732,140.07999999999998,3
3,2,20,1,2,1,1,3,3,2,1,quest_4750,140.5,24
3,2,20,1,2,1,1,3,3,2,1,quest_8056,140.38,40
3,2,20,1,2,1,1,3,3,2,1,quest_10973,139.9,41
2,3,60,0,1,3,2,1,2,1,1,quest_7796,143.345,4
2,3,60,0,1,3,2,1,2,1,1,quest_16643,142.28,34
2,3,60,0,1,3,2,1,2,1,1,quest_9205,140.57,35
2,3,30,0,3,2,2,1,1,1,0,quest_7796,143.345,4
2,3,30,0,3,2,2,1,1,1,0,quest_16643,142.28,34
2,3,30,0,3,2,2,1,1,1,0,quest_9205,140.57,35
1,4,5,0,1,1,2,2,1,1,0,quest_16222,142.345,5
1,4,5,0,1,1,2,2,1,1,0,quest_4732,135.07999999999998,3
1,4,5,0,1,1,2,2,1,1,0,quest_497,134.945,11
2,3,20,0,3,3,3,1,3,3,1,quest_7796,143.345,4
2,3,20,0,3,3,3,1,3,3,1,quest_16643,142.28,34
2,3,20,0,3,3,3,1,3,3,1,quest_9205,140.57,35
4,4,5,1,2,1,1,2,3,0,0,quest_19015,142.72500000000002,16
4,4,5,1,2,1,1,2,3,0,0,quest_17740,134.73,12
4,4,5,1,2,1,1,2,3,0,0,quest_497,129.945,11
4,2,30,1,1,3,2,3,3,1,1,quest_2525,140.395,36
4,2,30,1,1,3,2,3,3,1,1,quest_2016,137.29500000000002,0
4,2,30,1,1,3,2,3,3,1,1,quest_19117,137.12,1
1,3,15,0,1,2,3,3,1,0,0,quest_161,142.02,6
1,3,15,0,1,2,3,3,1,0,0,quest_4732,140.07999999999998,3
1,3,15,0,1,2,3,3,1,0,0,quest_7796,138.345,4
2,3,5,1,2,2,2,3,3,1,1,quest_4732,135.07999999999998,3
2,3,5,1,2,2,2,3,3,1,1,quest_497,134.945,11
2,3,5,1,2,2,2,3,3,1,1,quest_6740,132.57999999999998,19
4,3,60,0,2,1,2,1,3,3,0,quest_8174,139.25,8
4,3,60,0,2,1,2,1,3,3,0,quest_12457,138.11,9
4,3,60,0,2,1,2,1,3,3,0,quest_19243,137.89499999999998,10
3,4,15,2,3,2,3,2,3,0,1,quest_17740,139.73,12
3,4,15,2,3,2,3,2,3,0,1,quest_8797,139.015,42
3,4,15,2,3,2,3,2,3,0,1,quest_19015,137.72500000000002,16
2,2,30,0,1,3,3,2,1,3,0,quest_14060,140.585,32
2,2,30,0,1,3,3,2,1,3,0,quest_18605,140.51999999999998,33
2,2,30,0,1,3,3,2,1,3,0,quest_7796,138.345,4
3,2,20,0,2,2,1,3,1,1,1,quest_4750,140.5,24
3,2,20,0,2,2,1,3,1,1,1,quest_8056,140.38,40
3,2,20,0,2,2,1,3,1,1,1,quest_10973,139.9,41
4,3,15,1,2,2,1,3,1,1,1,quest_19015,137.72500000000002,16
